bookid,title,price,isbn,pages,publisherId,imagesurl
53128aaaaa,The Body,12.50,978993654897,490,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781982103538_p0_v10_s459x700.jpg
7e312a8ade,The Exchange: After The Firm,20.96,978961056949,435,d821a9b83acd0c1a2847162d1f7992533888311d030c1accf3babe536ab5f713,https://prodimage.images-bn.com/pimages/9780385548953_p0_v2_s417x667.jpg
3d781233f9,My Name Is Barbra,42.30,978274528038,187,aad0d21981013dcc85f9fcf00ce77c971d2f694c75a948f99467e6285bb8551c,https://prodimage.images-bn.com/pimages/9780525429524_p0_v5_s460x700.jpg
ed135ef5ad,The Woman in Me,26.39,979150251060,242,d821a9b83acd0c1a2847162d1f7992533888311d030c1accf3babe536ab5f713,https://prodimage.images-bn.com/pimages/9781668009048_p0_v5_s461x700.jpg
f2499f229b,Tabitha & the Happiness,10.99,978306252358,282,caf4955608ab530a6e7e58f6c59833e9826504827194ca7ab2343848df7ebd3b,https://prodimage.images-bn.com/pimages/9781839349324_p0_v1_s700x700.jpg
f7a084914e,"The Shadow and Bone Trilogy Boxed Set: Shadow and Bone, Siege and Storm, Ruin and Rising",23.07,978114136856,995,f6850092ebcc4b9b560c10561e336d0753d0c84b72ee1578fde2465434238c11,https://prodimage.images-bn.com/pimages/9781250196231_p0_v4_s432x700.jpg
603047eca7,The Chalice of the Gods (B&N Exclusive Edition) (Percy Jackson and the Olympians),15.99,979997103406,856,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781368099370_p0_v2_s464x700.jpg
551e33ba8c,"Invincible Compendium, Volume 1",57.99,979776852557,730,a4e816b10a0f5d77a745069ccb8e7410cc3ffb296b59854d13d0777e85584d6f,https://prodimage.images-bn.com/pimages/9781607064114_p0_v2_s456x700.jpg
3020dcb9ca,Don't Let the Pigeon Drive the Sleigh! (B&N Exclusive Edition),16.14,978915964525,152,f6850092ebcc4b9b560c10561e336d0753d0c84b72ee1578fde2465434238c11,https://prodimage.images-bn.com/pimages/9781454954200_p0_v4_s700x700.jpg
0eb691002f,A Court of Thorns and Roses Paperback Box Set (5 books),65.10,979506208400,798,6bdd3d08a5efb439a9400ced11541b85b40bd4537d91159c0ab2b754f3637212,https://prodimage.images-bn.com/pimages/9781639730193_p0_v1_s700x614.jpg
e51b58ddc2,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,26.99,978707667823,882,caf4955608ab530a6e7e58f6c59833e9826504827194ca7ab2343848df7ebd3b,https://prodimage.images-bn.com/pimages/9781501191053_p0_v3_s464x700.jpg
81d382c127,The Do-Over (B&N Exclusive Edition),11.69,979645874917,743,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781665951388_p0_v1_s402x700.jpg
d581328170,Prequel: An American Fight Against Fascism,28.80,979388240532,815,5bba95a3dc4b8765875e85ffa7e9336f12d8152de3acc41a2ce3822879a2e832,https://prodimage.images-bn.com/pimages/9780593444511_p0_v1_s461x700.jpg
e4506cf2ed,Throne of Glass Box Set,171.50,979494990121,293,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781639731763_p0_v3_s653x700.jpg
241c0609f6,To Kill a Shadow,19.99,978808711121,328,6bdd3d08a5efb439a9400ced11541b85b40bd4537d91159c0ab2b754f3637212,https://prodimage.images-bn.com/pimages/9781649374318_p0_v3_s432x700.jpg
6af3583297,Scott Pilgrim Vol. 2: Scott Pilgrim vs. the World,14.99,979281106843,386,a4e816b10a0f5d77a745069ccb8e7410cc3ffb296b59854d13d0777e85584d6f,https://prodimage.images-bn.com/pimages/9781932664126_p0_v3_s470x700.jpg
411c38ee70,Scott Pilgrim Vol. 1: Scott Pilgrim's Precious Little Life,14.99,978798648885,344,d821a9b83acd0c1a2847162d1f7992533888311d030c1accf3babe536ab5f713,https://prodimage.images-bn.com/pimages/9781932664089_p0_v3_s470x700.jpg
d9afac49f7,Alex Cross Must Die: A Thriller,21.00,979275451537,152,aad0d21981013dcc85f9fcf00ce77c971d2f694c75a948f99467e6285bb8551c,https://prodimage.images-bn.com/pimages/9780316402484_p0_v3_s451x700.jpg
5de61602a2,No Brainer (Diary of a Wimpy Kid Series #18),10.49,978855428117,304,6bdd3d08a5efb439a9400ced11541b85b40bd4537d91159c0ab2b754f3637212,https://prodimage.images-bn.com/pimages/9781419766947_p0_v3_s431x700.jpg
229767dfc1,The Ashes and the Star-Cursed King (Signed Book),29.99,979659287791,862,f6850092ebcc4b9b560c10561e336d0753d0c84b72ee1578fde2465434238c11,https://prodimage.images-bn.com/pimages/9781250354907_p0_v1_s452x700.jpg
f128a05d86,I Spy Christmas,13.49,979822872083,128,6bdd3d08a5efb439a9400ced11541b85b40bd4537d91159c0ab2b754f3637212,https://prodimage.images-bn.com/pimages/9781338332582_p0_v3_s513x700.jpg
aa4e9e7989,"Invincible Compendium, Volume 2",59.99,979783216890,981,caf4955608ab530a6e7e58f6c59833e9826504827194ca7ab2343848df7ebd3b,https://prodimage.images-bn.com/pimages/9781607067726_p0_v3_s455x700.jpg
8e78288c4b,Scott Pilgrim Vol. 3: Scott Pilgrim and the Infinite Sadness,13.99,978322443209,152,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781932664225_p0_v3_s470x700.jpg
0385874e13,"Ghosts of Honolulu: A Japanese Spy, a Japanese American Spy Hunter, and the Untold Story of Pearl Harbor",26.99,979247540702,239,5bba95a3dc4b8765875e85ffa7e9336f12d8152de3acc41a2ce3822879a2e832,https://prodimage.images-bn.com/pimages/9781400337019_p0_v3_s466x700.jpg
a6f4dc40d4,Visions of Flesh and Blood: A Blood and Ash/Flesh and Fire Compendium (B&N Exclusive Edition),28.79,978555150238,155,d821a9b83acd0c1a2847162d1f7992533888311d030c1accf3babe536ab5f713,https://prodimage.images-bn.com/pimages/9781957568843_p0_v4_s466x700.jpg
aa9480afee,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,15.99,978752701313,443,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781638585527_p0_v2_s504x700.jpg
ccbb050f18,Divine Rivals: A Novel,18.99,979727160096,958,d821a9b83acd0c1a2847162d1f7992533888311d030c1accf3babe536ab5f713,https://prodimage.images-bn.com/pimages/9781250857439_p0_v5_s460x700.jpg
f95f0c025e,Poor Charlie's Almanack: The Essential Wit and Wisdom of Charles T. Munger,30.00,978631538679,839,d821a9b83acd0c1a2847162d1f7992533888311d030c1accf3babe536ab5f713,https://prodimage.images-bn.com/pimages/9781953953230_p0_v3_s491x700.jpg
cede3fa517,"Heartstopper, Volume 5",14.39,979922534910,192,c091a9ebb8e6a7a85673ee23e63749211963b1752e7dcd098f60a9ffab92e990,https://prodimage.images-bn.com/pimages/9781338807486_p0_v3_s466x700.jpg
59cdd3bb45,Elmore the Christmas Moose (B&N Exclusive Edition),18.99,979588620204,208,6bdd3d08a5efb439a9400ced11541b85b40bd4537d91159c0ab2b754f3637212,https://prodimage.images-bn.com/pimages/9780593707456_p0_v9_s348x348.jpg
